course_name,enrrollment_count,course_type,institution,instructors,course_level,course_subject,language,subtitles,avg_course_effort,duration_in_weeks,course_price,verified_certificate_price
Human Reproduction,5517,Self-paced on your time,University of Adelaide,"['Mario Ricci', 'Danijela Menicanin', 'Kathy Gatford', 'Corinna Van Den Heuvel']",Intermediate,Biology & Life Sciences,English,['English'],2.5,6,Free,169.0
Enabling Technologies for Data Science and Analytics: The Internet of Things,71290,Self-paced on your time,Columbia University,"['Fred Jiang', 'Julia Hirschberg', 'Michael Collins', 'Shih', 'Fu Chang']",Introductory,Computer Science,English,['English'],8.5,5,Free,99.0
Astrophysics: Exploring Exoplanets,48539,Self-paced on your time,Australian National University,"['Brian Schmidt', 'Paul Francis']",Intermediate,Physics,English,['English'],3.0,9,Free,50.0
Unconventional Reservoir Geomechanics,0,Self-paced on your time,Stanford University,"['Mark D. Zoback', 'Arjun H. Kohli']",Introductory,Energy & Earth Sciences,English,['English'],7.0,10,Free,129.0
Strategic Account Management,0,Self-paced on your time,Queen’s University,"['Jim Hamilton', 'Michael Cant']",Introductory,Business & Management,English,['English'],5.0,6,Free,149.0
PyTorch Basics for Machine Learning,0,Self-paced on your time,IBM,['Joseph Santarcangelo'],Introductory,Data Analysis & Statistics,English,['English'],4.5,5,Free,39.0
Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,14266,Self-paced on your time,Universidad Galileo,"['Rocael Hernández Rissardini', 'Miguel Morales', 'Mónica Mishell Pérez de Santisteban', 'Carla Sandoval Orellana']",Intermediate,Humanities,Español,['Español'],4.5,4,Free,49.0
Introduction to Cloud Foundry and Cloud Native Software Architecture,24444,Self-paced on your time,The Linux Foundation,"['Norm Abramovitz', 'Tyler Bird', 'Kevin Rutten']",Introductory,Computer Science,English,['English'],3.5,14,Free,169.0
Gestión de compras eficientes para tu empresa,0,Self-paced on your time,LOGYCA,"['Daniela Flórez Ceron', 'Carlos José Bello Peréz']",Introductory,Engineering,Español,['Español'],4.0,5,Free,25.0
Know HBV And HCV,0,Self-paced on your time,Stanford University,"['Thi Thanh Hang Pham', 'Samuel So']",Introductory,Medicine,English,['English'],3.0,1,Free,50.0
The Supreme Court & American Politics,6216,Self-paced on your time,University of Baltimore-University System of Maryland,['Lyle Denniston'],Introductory,Law,English,['English'],5.5,8,Free,29.0
Sales Enablement & Analytics,0,Self-paced on your time,Queen’s University,"['Michael Cant', 'Jim Hamilton']",Introductory,Business & Management,English,['English'],5.0,6,Free,149.0
Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,16423,Self-paced on your time,Inter-American Development Bank,"['Joaquim Tres', 'Matthew Shearer', 'Eddy Rekkers', 'Rodrigo Polanco']",Intermediate,Business & Management,Español,['Español'],3.5,10,Free,25.0
Liderazgo en la empresa familiar,10969,Self-paced on your time,Tecnológico de Monterrey,"['Fernando Sandoval Arzaga', 'Juan Pablo Murra Lascurain', 'David Salvador Xotlanihua González']",Intermediate,Business & Management,Español,['Español'],7.5,6,Free,49.0
Comparative Political Systems,6934,Self-paced on your time,Università degli Studi di Napoli Federico II,['Gianfranco Pasquino'],Introductory,Social Sciences,English,['English'],5.0,6,Free,59.0
Introducción al Derecho en la vida cotidiana,0,Self-paced on your time,Universidad Autónoma de Madrid,"['María del Pilar Pérez Álvarez', 'Beatriz Gregoraci Fernández', 'Pilar Domínguez Lozano']",Introductory,Law,Español,['Español'],5.5,5,Free,49.0
Cloud Computing for Enterprises,27241,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,"['Patrick Appiah', 'Kubi', 'Jarrod Jordan']",Intermediate,Computer Science,English,['English'],9.0,8,Free,299.0
Diversity and Social Justice in Social Work,11055,Self-paced on your time,The University of Michigan,['Jamie Mitchell'],Advanced,Social Sciences,English,['English'],9.0,8,Free,199.0
Public Library Marketing and Public Relations,7525,Self-paced on your time,The University of Michigan,['Kristin Fontichiaro'],Introductory,Humanities,English,['English'],2.5,4,Free,49.0
"Healthcare Finance, Economics and Risk",8006,Self-paced on your time,Doane University,['Jody Woodworth'],Intermediate,Economics & Finance,English,['English'],7.5,5,Free,199.0
Reacciones Químicas y Cálculos Estequiométricos,8907,Self-paced on your time,Universitat Politècnica de Valencia,"['Carmen Gómez Benito', 'Isabel Morera Bertomeu']",Introductory,Chemistry,Español,['Español'],3.5,6,Free,49.0
Seeking Women’s Rights: Colonial Period to the Civil War,5157,Self-paced on your time,Columbia University,"['Alice Kessler', 'Harris', 'Nick Juravich', 'Columbia University Center for Teaching and Learning', 'New', 'York Historical Society']",Intermediate,History,English,['English'],2.5,10,Free,50.0
VideoX: Creating Video for the edX Platform,12159,Self-paced on your time,edX,"['Erik Brown', 'James Donald']",Introductory,Education & Teacher Training,English,['English'],3.0,2,Free,99.0
Comisión de la Verdad Colombia,0,Self-paced on your time,Pontificia Universidad Javeriana,"['Juan Daniel Cruz', 'Andrés Mauricio Valdivieso Collazos', 'Nelson Otaya', 'María Mónica Herrera Irurita']",Introductory,History,Español,['Español'],8.5,5,Free,29.0
MathTrackX: Probability,0,Self-paced on your time,University of Adelaide,"['Dr Brendan Harding', 'Dr Melissa Humphries', 'Dr David Butler', 'Dr Danny Stevenson']",Introductory,Math,English,['English'],4.5,4,Free,79.0
Health Informatics for better and safer healthcare,0,Self-paced on your time,IsraelX,['Maxim Topaz'],Introductory,Health & Safety,English,['English'],3.5,4,Free,49.0
Sign Language Science: Factors Contributing to Natural Change,0,Self-paced on your time,Georgetown University,['Ted Supalla'],Introductory,Language,English,['English'],4.0,4,Free,99.0
Accounting System Structure and Information Management,0,Self-paced on your time,NYIF,['Jack Farmer'],Introductory,Economics & Finance,English,['English'],1.5,4,Free,50.0
Sustainable Development: The Post-Capitalist Order,7031,Self-paced on your time,SDG Academy,['Jeffrey D. Sachs'],Introductory,Economics & Finance,English,['English'],3.0,8,Free,49.0
"Health Law, Policy, and Advocacy",6358,Self-paced on your time,Doane University,"['Susan Sapp', 'Alice Kindschuh']",Intermediate,Law,English,['English'],7.5,5,Free,199.0
Introduction to Haptics,0,Self-paced on your time,Stanford University,['Allison Okamura'],Introductory,Engineering,English,['English'],5.5,5,Free,129.0
Gestión de inventario y portafolio,0,Self-paced on your time,LOGYCA,"['Juan Carlos Martínez Rodríguez', 'Alex Fernando Bedoya Villamarín', 'Andrés Felipe Velandia Venegas', 'Maria Fernanda Torres Rojas']",Introductory,Engineering,Español,['Español'],4.0,5,Free,25.0
Understanding Nuclear Energy,16015,Self-paced on your time,Delft University of Technology,"['Rudy Konings', 'Jan', 'Leen Kloosterman', 'Stefaan Pommé', 'Victor Hugo Sánchez Espinoza']",Intermediate,Engineering,English,['English'],5.0,6,Free,50.0
Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),11431,Self-paced on your time,Catalyst,"['María del Carmen Bernal González', 'Alejandra Moreno Maya', 'Deepali Bagati', 'Krista Brookman']",Introductory,Business & Management,Español,['Español'],1.5,4,Free,50.0
Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,0,Self-paced on your time,Delft University of Technology,"['Tina Nane', 'Anca Hanea', 'Roger Cooke']",Introductory,Business & Management,English,['English'],5.0,6,Free,50.0
AP® Calculus BC,8542,Self-paced on your time,Davidson Next,"['Stephen Davis', 'Ben Klein', 'Jane Wortman']",Introductory,Math,English,['English'],3.0,11,Free,49.0
Advanced Linear Algebra: Foundations to Frontiers,0,Self-paced on your time,The University of Texas at Austin,"['Maggie Myers', 'Robert van de Geijn']",Advanced,Computer Science,English,['English'],10.0,16,Free,49.0
Entrepreneurial Opportunities,27182,Self-paced on your time,University of Adelaide,"['Noel Lindsay', 'Wendy Lindsay', 'Zrinka Tokic', 'Diana Lucic']",Introductory,Business & Management,English,['English'],2.5,5,Free,50.0
Agua en América Latina: Abundancia en medio de la escasez mundial,38581,Self-paced on your time,Inter-American Development Bank,"['Jorge Ducci', 'Juan Mauricio Benavides', 'Mario Díaz Granados', 'Luis Alejandro Camacho']",Introductory,Environmental Studies,Español,['Español'],3.5,10,Free,25.0
Understanding Political Concepts,7421,Self-paced on your time,Università degli Studi di Napoli Federico II,"['Mauro Calise', 'Werner Patzelt', 'Fortunato Musella', 'Valentina Reda']",Introductory,Social Sciences,English,['English'],5.0,6,Free,59.0
How to Code: Complex Data,34190,Self-paced on your time,University of British Columbia,['Gregor Kiczales'],Introductory,Computer Science,English,['English'],2.5,6,Free,125.0
Hypersonics – from Shock Waves to Scramjets,19043,Self-paced on your time,The University of Queensland,"['Professor David J. Mee', 'Professor Richard G. Morgan', 'Professor Michael Smart', 'Associate Professor Vincent Wheatley']",Advanced,Engineering,English,['English'],6.0,4,Free,99.0
Micro and Nanofabrication (MEMS),16094,Self-paced on your time,École polytechnique fédérale de Lausanne,"['Juergen Brugger', 'Martin Gijs']",Advanced,Engineering,English,"['English', ' Français']",4.0,7,Free,199.0
Scientific Methods and Research,7501,Self-paced on your time,Ural Federal University,"['Ivan Zamoshchanskii', 'Kalganova Tatiana']",Intermediate,Science,English,['English'],3.5,5,Free,49.0
Customer Centric Marketing for Entrepreneurs,14003,Self-paced on your time,Babson College,['Beth Goldstein'],Intermediate,Business & Management,English,['English'],5.0,4,Free,149.0
Dog Behavior: Problems and Solutions,16467,Self-paced on your time,Arizona State University,"['Clive D.L. Wynne,']",Intermediate,Social Sciences,English,['English'],7.0,3,Free,169.0
The Business of Mining,20406,Self-paced on your time,Curtin University,"['Felix Chan', 'Steve Hall', 'Bryan Maybee', 'Dan Packey']",Introductory,Business & Management,English,['English'],2.5,4,Free,139.0
"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522,Self-paced on your time,The University of Michigan,['Barbara Hiltz'],Advanced,Social Sciences,English,['English'],9.0,8,Free,199.0
The Business of Aging in the Longevity Economy,0,Self-paced on your time,Georgetown University,"['Pamela A. Saunders, Ph.D.', 'Andrew Carle', 'Sonya Barsness, M.S.', 'Tara McMulen, Ph.D., MPH']",Introductory,Social Sciences,English,['English'],1.5,4,Free,139.0
Understanding the Australian Health Care System,8343,Self-paced on your time,The University of Queensland,"['Cherri Ryan', 'Mieke van Driel', 'Allyson Mutch']",Introductory,Medicine,English,['English'],1.5,9,Free,59.0
Age of Sustainable Development,10019,Self-paced on your time,SDG Academy,['Jeffrey D. Sachs'],Intermediate,Social Sciences,English,"['English', ' Português', ' Русский']",5.0,14,Free,49.0
Internationalization: Creating Digital Content for the World,0,Self-paced on your time,University of Washington,"['Agustín Da Fieno Delucchi', 'Jorge Russo dos Santos', 'Pavel Soukenik']",Advanced,Computer Science,English,['English'],3.5,4,Free,199.0
Multi-Object Tracking for Automotive Systems,8581,Instructor-led on a course schedule,Chalmers University of Technology,"['Lennart Svensson', 'Karl Granström', 'Yuxuan Xia']",Advanced,Engineering,English,['English'],15.0,10,Free,249.0
Economics and Policies in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,"['Justus Wesseler', 'Dusan Drabik', 'Hans van Meijl']",Advanced,Energy & Earth Sciences,English,['English'],16.0,4,Free,149.0
Strategic Leadership in Healthcare,6237,Self-paced on your time,Doane University,['Helen Abdali Soosan Fagan'],Intermediate,Business & Management,English,['English'],7.5,5,Free,199.0
Terrorism and Counterterrorism: An Introduction,14128,Self-paced on your time,Georgetown University,"['Daniel Byman', 'Christine Fair', 'Bruce Hoffman', 'Paul Pillar']",Introductory,Humanities,English,['English'],9.0,3,Free,49.0
Exploring Psychology's Core Concepts|走进心理学,5741,Self-paced on your time,Tsinghua University,['Jing QIAN'],Introductory,Social Sciences,English,['English'],4.0,6,Free,139.0
Creating Virtual Reality (VR) Apps,22349,Self-paced on your time,"The University of California, San Diego",['Jurgen P. Schulze'],Intermediate,Computer Science,English,['English'],6.0,6,Free,99.0
Análisis Multivariable en SPSS,0,Self-paced on your time,Universidad Galileo,['Samuel Reyes Gómez'],Introductory,Data Analysis & Statistics,Español,['Español'],4.5,5,Free,49.0
Steps in Japanese for Beginners2 Part1,0,Self-paced on your time,Waseda University,"['Naoko Kinoshita', 'Yukiyo HAMAKAWA']",Introductory,Language,English,['English'],4.0,5,Free,99.0
"Competencias para buscar, mantener y promocionar en un empleo",0,Self-paced on your time,Universidad Autónoma de Madrid,"['Dolores Izuzquiza Gasset', 'Pablo Rodríguez Herrero', 'Andrés Cabrera García', 'Agustín de la Herrán Gascón']",Introductory,Social Sciences,Español,['Español'],4.0,4,Free,49.0
Dynamics and Control,27763,Self-paced on your time,Universitat Politècnica de Valencia,['Pedro Albertos'],Introductory,Engineering,English,['English'],4.5,6,Free,50.0
Finding Your Cybersecurity Career Path,19283,Self-paced on your time,University of Washington,"['Barbara Endicott', 'Popovsky']",Introductory,Computer Science,English,['English'],3.5,6,Free,199.0
Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,12674,Self-paced on your time,Universidad Carlos III de Madrid,"['Diego Navarro Bonilla', 'José Luis La Torre Merino', 'Eduardo Juárez Valero']",Introductory,Humanities,Español,['Español'],3.5,6,Free,29.0
Mechanics: Rotational Dynamics,13183,Self-paced on your time,Massachusetts Institute of Technology,"['Peter Dourmashkin', 'George Stephans', 'Deepto Chakrabarty', 'Analia Barrantes']",Intermediate,Physics,English,['English'],11.0,12,Free,49.0
Applying Health Coaching in Patient Care,0,Self-paced on your time,Doane University,['Kelsey Pruss'],Introductory,Medicine,English,['English'],7.5,3,Free,199.0
Databases: Modeling and Theory,0,Self-paced on your time,Stanford University,['Jennifer Widom'],Introductory,Computer Science,English,['English'],9.0,2,Free,50.0
"Islamic Banking: Principles, Practice and Risk Management",0,Self-paced on your time,The Islamic Research and Training Institute,"['Azmi Omar', 'Ahmed Iskanderani', 'Khalifa M. Ali', 'Yahya Aleem ur Rehman']",Introductory,Economics & Finance,English,['English'],4.5,4,Free,49.0
Liderazgo orientado al florecimiento humano,7911,Self-paced on your time,Tecnológico de Monterrey,['Santiago José Vázquez Blanco'],Introductory,Business & Management,Español,['Español'],6.5,4,Free,149.0
